apices,coty,In,hypo
Soltor1_01g002210,25.8912747235584,81.2216323057659,50.9524590890946,110.519445571732
Soltor1_01g002220,0,0.10407774760147,0.158979359742848,0
Soltor1_01g002230,56.8620556270819,7.1856113575106,16.2930538478275,16.7215784790463
Soltor1_01g002240,5.52827882513117,7.80952721877426,15.8840469467567,1.59020977656868
Soltor1_01g002250,123.391619582937,41.3052914279291,227.208203054253,70.0044253202189
Soltor1_01g002260,13.1231638323134,8.6823277213466,12.9598029536216,7.50871512037011
Soltor1_01g002270,0.264348022294525,11.3402742414979,11.5628496415554,0.18406306732391
Soltor1_01g002280,1.29540140867662,3.63110420547516,6.53767695385951,0.750530563816816
Soltor1_01g002290,0.53825029621272,19.610798904794,8.52950631535537,25.2796825440242
Soltor1_01g002300,1.19860384712581,11.265555971276,3.9011921996982,4.1104232704908
Soltor1_01g002310,0.150251300343094,0.166041930830726,0,1.70930631977211
Soltor1_01g002330,8.05301414488187,10.4599164222782,9.94982744990066,15.1402196993803
Soltor1_01g002340,0,0,0.18461713133835,0.134063004027129
Soltor1_01g002350,8.36707157100069,2.15021067251258,214.761233211427,11.516773089124
Soltor1_01g002370,0,0,4.49820578164458,0
Soltor1_01g002380,0,0.126764522852142,16.309231737701,0.28798236744662
Soltor1_01g002390,32.596494181277,298.80434707716,271.419086127565,1.7986693104845
Soltor1_01g002400,14.0290744525354,13.6753400080845,38.3434650564045,20.3764178171261
Soltor1_01g002410,95.8985254779836,21.1213018251335,89.8516583591112,74.5187238867809
Soltor1_01g002420,3.39343947831535,1.96193187934936,1.91573735430576,196.76313045355
Soltor1_01g002430,0,0,0,0.0189687232651563
Soltor1_01g002440,272.450665280738,4.1737691788471,24.676114444286,3.12007125588963
Soltor1_01g002450,2.60891372144172,0.0139162316590609,3.59808081463001,0.177989381215253
Soltor1_01g002460,0,0.022210691968725,0.0424277737145224,0.0842566314473756
Soltor1_01g002470,12.3274422957348,6.51780275213128,34.9003889319003,8.52717064734512
Soltor1_01g002480,3.20271828147937,0.333351526579421,2.99906194461779,3.58027124717027
Soltor1_01g002490,2.71802067403115,1.76045360800616,7.41860313696009,8.44026080958314
Soltor1_01g002500,3.01601861233062,5.82440937100091,11.60141501406,3.01727883956874
Soltor1_01g002510,3.43644126635778,0.502526472985072,3.43910087747048,2.3452013759143
Soltor1_01g002520,19.7617720543302,9.17253134341047,23.7798884320761,5.71389692684799
Soltor1_01g002530,16.8332576255951,93.2293071564824,65.0735996796333,41.698729674532
Soltor1_01g002550,34.3965483987615,33.4872162809856,34.4216904564427,53.362873952725
Soltor1_01g002560,16.1201875241999,32.9162117066027,30.8061811906783,38.6838893452567
Soltor1_01g002570,0,0,0,0.601976264592257
Soltor1_01g002580,0,0,0.237234848178994,0.116088253211392
Soltor1_01g002590,0,2.26818822748842,0.301116481389189,1.04537226353206
Soltor1_01g002600,69.6865555015228,12.948996948168,100.16318261377,63.6798180079594
Soltor1_01g002610,1.50426643056288,0.566488599177608,1.97628091564542,0.515049523389855
Soltor1_01g002630,3.31746625670487,0.060261296550228,0.802812711154627,0.179949477457947
Soltor1_01g002640,1.29393311997312,0.0618443460749733,0.321550040382948,0
Soltor1_01g002670,0,0.0639909790442525,0.0345040380567998,0.0932142089638671
Soltor1_01g002690,15.1489925462094,3.551753473606,3.29048951791448,17.224424502516
Soltor1_01g002700,1.96087582157064,4.28033515745807,3.55557036500236,9.48655743235198
Soltor1_01g002710,48.4017129493019,2.93526119865754,12.1161853206715,4.79580956428217
Soltor1_01g002720,11.2542029385824,0.133420816767982,0.65611328860677,0.490001854999725
Soltor1_01g002730,0.124640283239158,0.642021461451277,6.59970807581097,1.42814747804938
Soltor1_01g002740,4.72362547950345,8.54690592686689,1.00112345559794,18.4802218913623
Soltor1_01g002750,14.7929797958985,72.3022004632785,5.93928474804905,35.9868416955838
Soltor1_01g002760,21.1091463806671,11.5102071235368,20.2011699411362,19.0376113008882
Soltor1_01g002780,18.9779495135373,3.01603817035571,14.8853463343423,6.85040212598783
Soltor1_01g002790,0,0.0431425483084189,0,0.282862895149458
Soltor1_01g002800,15.0559560686909,9.15094537529191,36.1348858473173,34.557738020606
Soltor1_01g002810,0.186960424858736,0,0,0
Soltor1_01g002830,0,0.0184040815397373,0,0.0279718978500803
Soltor1_01g002840,4.20882883034366,14.5323112488783,25.4059873418782,35.245721508193
Soltor1_01g002850,17.2447963463117,2.36858036936529,13.363495990354,14.1531803711421
Soltor1_01g002860,0,6.65543364908616,2.61589881705142,3.65241456705499
Soltor1_01g002870,21.4152249197484,11.8728809467171,33.4871406250364,19.7522662451473
Soltor1_01g002880,11.52162618047,3.29393076854308,16.1635165827992,9.08318627858053
Soltor1_01g002890,46.8794421002392,7.67994556654964,9.22024159871724,40.1203029104077
Soltor1_01g002900,4.87466746154348,0,1.05830830617729,0
Soltor1_01g002910,4.62961841265709,6.2873493539855,3.73058120155394,5.20166273646038
Soltor1_01g002920,0,171.331309526336,411.251002464759,0.908543016715532
Soltor1_01g002930,0,2.48789663778812,21.2598129829664,0
Soltor1_01g002940,0,0,0.323467485088099,0
Soltor1_01g002960,63.5385056205566,6.21713738531241,22.372202400382,12.781172376826
Soltor1_01g002970,0.671452813929831,0.477008175904094,0.565494310974142,0.689963083651231
Soltor1_01g002980,16.3567550143519,8.17707364057087,16.9142269446274,10.0384302575873
Soltor1_01g002990,2.29886167122644,4.63630818433249,0.72474139251953,7.73201944775879
Soltor1_01g003000,0,0.350868847193251,0.137233596832389,6.85552275466629
Soltor1_01g003010,13.428925879464,10.7350727834018,20.176059719739,19.7772748045515
Soltor1_01g003020,0,0.0326071860817453,0.177700933899387,0
Soltor1_01g003030,18.6485722576422,4.71844902822261,7.88970976895201,10.0885141821214
Soltor1_01g003040,43.766920101043,5.08970773679387,20.1686358590528,34.3550653402997
Soltor1_01g003050,5.38601681071139,6.06685023540033,5.89112722882501,4.0131754532153
Soltor1_01g003060,1.34930959948584,2.8633782541667,2.30150489173228,2.38735602624156
Soltor1_01g003070,19.5848147548025,6.05863900065085,23.8994984684536,14.2410710534501
Soltor1_01g003080,27.9363032896262,28.872718020579,24.0713121917774,23.7701650184891
Soltor1_01g003090,3.32633340591665,5.31706469370114,13.9858637510468,10.5532109675133
Soltor1_01g003100,0,0,0.0604686154700818,0.0111581972283107
Soltor1_01g003110,2.04958668627888,1.29465970389299,4.92902449466252,6.46867938219528
Soltor1_01g003120,11.9338272648803,9.4039321607977,22.8618276805114,22.3731029775955
Soltor1_01g003130,145.206388125548,292.819559852152,442.283716959508,251.500159659079
Soltor1_01g003140,40.0320807037241,63.0606411399672,87.1962868683787,47.0124223519855
Soltor1_01g003150,720.817563341351,387.743052011133,320.700574728791,573.191095366628
Soltor1_01g003160,32.3887217784474,9.97596986173513,37.894602936062,18.5168833060353
Soltor1_01g003170,0.0495678441837926,0.0552573560774412,0.648307682699881,1.85015599473715
Soltor1_01g003180,0.290552183444923,0,0.491409190916314,0.0614187955736863
Soltor1_01g003190,0,0,0,1.71804455744906
Soltor1_01g003200,8.55478154996243,0.190031637768494,3.2269727148883,0.225253210666995
Soltor1_01g003210,30.766945464989,23.4561310191702,53.4538556114107,32.8082037456054
Soltor1_01g003220,11.1199753126443,7.30477591621633,21.6535354453008,5.99536366223047
Soltor1_01g003230,0,0.0694750444781718,0.0711733614797028,0.605934742286187
Soltor1_01g003240,283.739967755259,233.478830134559,276.781452001813,334.656723050452
Soltor1_01g003250,10.2108287213844,5.84243879984371,20.7801871910125,9.30498372517718
Soltor1_01g003260,0,0.0939600875633108,0.126658573033502,0.580086146635912
Soltor1_01g003270,0,0.0113546933611252,0,0
Soltor1_01g003280,0,0.0139882270286745,0.0371092952518497,0.0192923695328001
Soltor1_01g003290,3.25277881726011,0.745658843076973,2.78055206095739,4.03230460888761
Soltor1_01g003320,1.09395697683949,0.055347310276909,1.05300724655777,0.18753718618404
Soltor1_01g003330,1.90801623208071,0.422578980640959,3.48026182818606,3.14624643364022
Soltor1_01g003300,1.96683042647256,1.2107882800394,8.92716020979366,8.94787422949443
Soltor1_01g003340,0,0.0113261783099923,0,0.127531556819378
Soltor1_01g003350,3.10088575718519,0.36915399260213,5.81550748471872,1.28875859855364
Soltor1_01g003360,0.10504078783469,0.02195282867864,0.0581196419841574,3.0224846488721
Soltor1_01g003380,0,0.0155263061259323,0,0
Soltor1_01g003390,0,0,0,0.0159394431655607
Soltor1_01g003400,0,1.29739087529371,0.0341264133866074,0.302604313197926
Soltor1_01g003410,42.3522015822573,24.1856988503422,73.0050665843983,18.1007231686819
Soltor1_01g003420,17.9469456566876,33.5114959878903,27.4951087556061,27.5619811609698
Soltor1_01g003430,54.9102264120248,64.0010661270145,37.8599963994848,97.3465436305278
Soltor1_01g003440,31.9851549332093,1.89948476571898,24.3210687868783,5.62785319007268
Soltor1_01g003470,1.79955142860124,0.737125473738957,0.762420197050754,1.72350387862521
Soltor1_01g003490,0,0.154697969900215,0,0.117560765048788
Soltor1_01g003500,0,0.0154032930431657,0.0389945820238586,0
Soltor1_01g003510,11.7574419903225,8.71453936096998,19.481751549262,13.9689356263596
Soltor1_01g003520,0,0.58486887804075,0.40805268496222,1.05013451225089
Soltor1_01g003530,0,1.14459418302982,1.57884184204748,0.636047150025972
Soltor1_01g003540,35.1004154530578,22.0225753906285,32.0814603882833,69.0299751579098
Soltor1_01g003550,3.06432452639902,0,0.753137474067613,0.581087992735147
Soltor1_01g003560,0,0,0.0271896757853673,0
Soltor1_01g003570,9.4471142931074,316.266705244352,31.1125018830018,21.3142790911202
Soltor1_01g003580,16.8843089927221,5.83648099792307,18.5232687171944,9.53109521267036
Soltor1_01g003590,70.5573378870887,24.723614036382,80.2200358597403,46.5994016289403
Soltor1_01g003600,21.7949557131524,12.2140113984689,30.9414273203135,27.4384310882865
Soltor1_01g003610,4.61385737840206,4.97756546830535,4.19146073635732,13.5021739522207
Soltor1_01g003620,0,0,0.016468557458016,0.115611757337145
Soltor1_01g003630,45.7232523677664,22.0682197479522,40.789519641695,49.5304035740291
Soltor1_01g003640,10.0813349128494,4.49147198383847,14.6320542558995,9.86792444703489
Soltor1_01g003650,20.1348087057974,26.045536294989,26.9491144426633,31.5076389421118
Soltor1_01g003660,25.2269508041025,16.2997694088571,38.6544650048623,22.7699746607242
Soltor1_01g003680,300.767603248322,68.1299889216112,359.538476935538,211.987633673094
Soltor1_01g003690,99.1887906909455,72.8816650601619,113.213351822702,115.933894636199
Soltor1_01g003700,10.4683231379019,0.537951261958197,14.013995426187,4.18517301902249
Soltor1_01g003710,0.018611445008562,0.736372781851923,0.0996473015127004,0.135009933397603
Soltor1_01g003720,0,0,0.0459786893192008,0.0729690200248297
Soltor1_01g003730,3.42760778907682,1.83351353621756,23.0894059654335,9.03440860448338
Soltor1_01g003740,0.740363282440595,0,0,0
Soltor1_01g003750,0.594669303165135,1.39424661278183,0,1.83755918620506
Soltor1_01g003760,0,0.391324759509849,0,0.398195343508735
Soltor1_01g003780,0,2.35288973169334,0.0822704676627865,2.0905012245118
Soltor1_01g003790,0,0.388258554320623,0.041844819754842,0.107981191585341
Soltor1_01g003800,5.40868569706703,1.33997052841747,4.02933125687338,2.89802754657201
Soltor1_01g003810,0,0,0.069598894656615,0.0150760037392065
Soltor1_01g003830,0,0,0.021614981663646,0
Soltor1_01g003930,0,0,0,0.052818579348517
Soltor1_01g003950,0,0.0403359873372221,0.0518802552067732,4.60117948846307
Soltor1_01g003960,3.41134836575292,0.0901744465427555,3.54936105363991,0.876253575383966
Soltor1_01g003980,0,0.267272065739495,0.146374847855487,0.483476293811775
Soltor1_01g004030,0,0.02655277070007,0.0147540803098159,0.0658166864666087
Soltor1_01g004040,0,0.0168727429967786,0.177625109440712,0.031664213695895
Soltor1_01g004050,0,0.405380955445287,0.584655974536974,1.24573860407192
